id,warehouse_block,mode_of_shipment,customer_care_calls,customer_rating,cost_of_shipping,prior_purchases,product_importance,gender,discount_offered(%),weight_in_gms,reached.on.time_y.n,customer_rating_category,on_time(str),loyalty_category
302,E,Ship,4,5,202,2,medium,male,35,3695,1,Very Satisfied,delayed,Low Loyal
303,A,Ship,3,4,241,2,low,male,57,3671,1,Satisfied,delayed,Low Loyal
304,B,Ship,4,3,222,2,medium,male,55,3833,1,Neutral,delayed,Low Loyal
305,C,Ship,3,2,183,4,medium,female,12,2777,1,Dissatisfied,delayed,Moderate Loyal
306,E,Ship,4,4,249,3,medium,female,36,3769,1,Satisfied,delayed,Low Loyal
307,D,Ship,3,1,243,4,high,male,59,3838,1,Very dissatisfied,delayed,Moderate Loyal
308,E,Ship,3,3,163,3,medium,male,9,1257,1,Neutral,delayed,Low Loyal
309,A,Ship,4,2,165,2,high,male,11,1596,1,Dissatisfied,delayed,Low Loyal
310,B,Ship,5,5,266,3,medium,female,53,3089,1,Very Satisfied,delayed,Low Loyal
311,C,Ship,3,4,193,2,medium,male,48,3909,1,Satisfied,delayed,Low Loyal
312,E,Ship,3,2,154,3,low,female,56,1136,1,Dissatisfied,delayed,Low Loyal
313,D,Ship,3,3,140,3,medium,male,51,1046,1,Neutral,delayed,Low Loyal
314,E,Ship,4,3,272,3,medium,male,38,3705,1,Neutral,delayed,Low Loyal
315,A,Ship,4,2,143,6,medium,male,20,1654,1,Dissatisfied,delayed,Moderate Loyal
316,B,Ship,4,2,138,3,low,female,30,1805,1,Dissatisfied,delayed,Low Loyal
317,C,Ship,4,2,238,2,high,male,17,3358,1,Dissatisfied,delayed,Low Loyal
318,E,Ship,4,5,273,4,medium,female,31,2373,1,Very Satisfied,delayed,Moderate Loyal
319,D,Ship,3,1,200,2,medium,male,27,2551,1,Very dissatisfied,delayed,Low Loyal
320,E,Ship,4,5,213,4,low,male,39,2381,1,Very Satisfied,delayed,Moderate Loyal
321,A,Ship,3,4,224,2,medium,female,15,2701,1,Satisfied,delayed,Low Loyal
322,B,Ship,4,5,141,3,medium,male,12,1672,1,Very Satisfied,delayed,Low Loyal
323,C,Ship,3,3,150,3,low,male,46,1040,1,Neutral,delayed,Low Loyal
324,E,Ship,3,1,192,2,low,male,33,2818,1,Very dissatisfied,delayed,Low Loyal
325,D,Ship,5,1,279,4,medium,female,24,3440,1,Very dissatisfied,delayed,Moderate Loyal
326,E,Ship,3,4,246,3,medium,male,30,3748,1,Satisfied,delayed,Low Loyal
327,A,Ship,3,4,173,3,medium,male,52,1587,1,Satisfied,delayed,Low Loyal
328,B,Ship,4,4,233,4,medium,female,59,2358,1,Satisfied,delayed,Moderate Loyal
329,C,Ship,5,1,274,2,medium,male,24,2423,1,Very dissatisfied,delayed,Low Loyal
330,E,Ship,4,5,243,4,medium,female,41,2782,1,Very Satisfied,delayed,Moderate Loyal
331,D,Ship,3,4,197,3,medium,female,56,3427,1,Satisfied,delayed,Low Loyal
332,E,Ship,4,3,140,3,high,female,46,1072,1,Neutral,delayed,Low Loyal
333,A,Ship,3,5,215,3,medium,female,22,2585,1,Very Satisfied,delayed,Low Loyal
334,B,Ship,3,4,211,3,medium,male,8,3710,1,Satisfied,delayed,Low Loyal
335,C,Ship,4,2,220,5,low,male,33,2854,1,Dissatisfied,delayed,Moderate Loyal
336,E,Ship,3,1,194,4,low,male,64,2026,1,Very dissatisfied,delayed,Moderate Loyal
337,D,Ship,5,1,262,3,medium,female,58,3599,1,Very dissatisfied,delayed,Low Loyal
338,E,Ship,4,4,201,2,low,female,1,3147,1,Satisfied,delayed,Low Loyal
339,A,Ship,3,5,261,3,medium,male,15,2989,1,Very Satisfied,delayed,Low Loyal
340,B,Ship,4,4,191,6,low,female,60,3425,1,Satisfied,delayed,Moderate Loyal
341,C,Ship,2,5,255,5,medium,female,53,3775,1,Very Satisfied,delayed,Moderate Loyal
342,E,Ship,3,2,169,2,high,male,30,1698,1,Dissatisfied,delayed,Low Loyal
343,D,Ship,4,5,162,2,medium,male,64,1918,1,Very Satisfied,delayed,Low Loyal
344,E,Ship,2,5,248,6,low,female,62,2750,1,Very Satisfied,delayed,Moderate Loyal
345,A,Ship,5,3,197,4,low,female,2,2222,1,Neutral,delayed,Moderate Loyal
346,B,Ship,5,1,264,3,low,male,6,2882,1,Very dissatisfied,delayed,Low Loyal
347,C,Ship,5,5,260,2,medium,female,55,2791,1,Very Satisfied,delayed,Low Loyal
348,E,Ship,5,3,186,2,medium,female,58,2259,1,Neutral,delayed,Low Loyal
349,D,Ship,4,5,233,4,low,female,44,2551,1,Very Satisfied,delayed,Moderate Loyal
350,E,Ship,5,1,161,3,low,male,47,1954,1,Very dissatisfied,delayed,Low Loyal
351,A,Ship,4,5,188,3,low,female,13,2409,1,Very Satisfied,delayed,Low Loyal
352,B,Ship,5,5,171,2,medium,female,22,1695,1,Very Satisfied,delayed,Low Loyal
353,C,Ship,2,2,267,3,medium,male,15,2481,1,Dissatisfied,delayed,Low Loyal
354,E,Ship,4,3,255,2,high,male,47,2956,1,Neutral,delayed,Low Loyal
355,D,Ship,3,2,132,3,low,female,56,1303,1,Dissatisfied,delayed,Low Loyal
356,E,Ship,5,1,266,3,low,female,31,3157,1,Very dissatisfied,delayed,Low Loyal
357,A,Ship,3,4,198,2,low,male,25,2774,1,Satisfied,delayed,Low Loyal
358,B,Ship,2,3,247,2,medium,female,62,3127,1,Neutral,delayed,Low Loyal
359,C,Ship,3,1,140,3,medium,female,65,1291,1,Very dissatisfied,delayed,Low Loyal
360,E,Ship,4,3,131,5,low,male,6,1659,1,Neutral,delayed,Moderate Loyal
361,D,Ship,5,2,246,3,medium,male,49,3236,1,Dissatisfied,delayed,Low Loyal
362,E,Ship,3,2,159,3,medium,female,4,1681,1,Dissatisfied,delayed,Low Loyal
363,A,Ship,3,5,203,2,medium,male,61,3642,1,Very Satisfied,delayed,Low Loyal
364,B,Ship,4,3,187,4,high,female,29,3141,1,Neutral,delayed,Moderate Loyal
365,C,Ship,6,2,146,3,low,female,62,1936,1,Dissatisfied,delayed,Low Loyal
366,E,Ship,3,2,234,3,medium,male,39,2099,1,Dissatisfied,delayed,Low Loyal
367,D,Ship,3,4,122,3,high,female,15,1354,1,Satisfied,delayed,Low Loyal
368,E,Ship,3,3,135,3,low,male,8,1074,1,Neutral,delayed,Low Loyal
369,A,Ship,3,5,103,3,low,male,3,1403,1,Very Satisfied,delayed,Low Loyal
370,B,Ship,3,5,257,3,medium,female,19,2173,1,Very Satisfied,delayed,Low Loyal
371,C,Ship,4,3,169,2,low,male,2,1399,1,Neutral,delayed,Low Loyal
372,E,Ship,4,5,159,3,medium,male,18,1808,1,Very Satisfied,delayed,Low Loyal
373,D,Ship,4,5,188,3,low,male,38,3031,1,Very Satisfied,delayed,Low Loyal
374,E,Ship,5,1,136,3,medium,male,19,1420,1,Very dissatisfied,delayed,Low Loyal
375,A,Ship,5,1,227,3,low,female,19,3007,1,Very dissatisfied,delayed,Low Loyal
376,B,Ship,3,5,262,2,low,female,53,3275,1,Very Satisfied,delayed,Low Loyal
377,C,Ship,2,3,157,2,low,male,45,1965,1,Neutral,delayed,Low Loyal
378,E,Ship,5,3,238,2,medium,female,21,2053,1,Neutral,delayed,Low Loyal
379,D,Ship,3,5,152,3,low,male,43,1282,1,Very Satisfied,delayed,Low Loyal
380,E,Ship,3,2,201,3,medium,male,5,2040,1,Dissatisfied,delayed,Low Loyal
381,A,Ship,3,4,148,2,low,male,54,1778,1,Satisfied,delayed,Low Loyal
382,B,Ship,5,2,199,4,low,female,59,2885,1,Dissatisfied,delayed,Moderate Loyal
383,C,Ship,5,4,215,2,low,female,45,3501,1,Satisfied,delayed,Low Loyal
384,E,Ship,4,5,175,2,low,male,40,1270,1,Very Satisfied,delayed,Low Loyal
385,D,Road,4,3,236,2,high,male,23,3123,1,Neutral,delayed,Low Loyal
386,E,Road,2,5,182,2,medium,female,57,2896,1,Very Satisfied,delayed,Low Loyal
387,A,Road,3,1,251,3,medium,male,42,3698,1,Very dissatisfied,delayed,Low Loyal
388,B,Road,5,2,173,3,low,female,7,1855,1,Dissatisfied,delayed,Low Loyal
389,C,Road,4,3,225,3,low,female,62,2587,1,Neutral,delayed,Low Loyal
390,E,Road,4,2,167,4,low,female,20,1705,1,Dissatisfied,delayed,Moderate Loyal
391,D,Road,4,1,259,3,low,male,20,2154,1,Very dissatisfied,delayed,Low Loyal
392,E,Road,4,1,178,3,medium,female,63,1573,1,Very dissatisfied,delayed,Low Loyal
393,A,Road,4,4,178,4,medium,female,13,1614,1,Satisfied,delayed,Moderate Loyal
394,B,Road,5,4,169,2,low,female,20,1765,1,Satisfied,delayed,Low Loyal
395,C,Road,3,2,272,2,low,male,33,2321,1,Dissatisfied,delayed,Low Loyal
396,E,Road,4,4,183,3,low,male,29,3251,1,Satisfied,delayed,Low Loyal
397,D,Road,3,4,205,3,low,female,10,2728,1,Satisfied,delayed,Low Loyal
398,E,Road,2,1,123,4,low,female,53,1036,1,Very dissatisfied,delayed,Moderate Loyal
399,A,Road,4,3,152,3,low,male,58,1453,1,Neutral,delayed,Low Loyal
400,B,Road,3,1,220,2,high,female,40,3773,1,Very dissatisfied,delayed,Low Loyal
401,C,Road,4,3,134,3,low,male,51,1965,1,Neutral,delayed,Low Loyal
402,E,Road,3,2,217,2,high,male,19,2992,1,Dissatisfied,delayed,Low Loyal
403,D,Road,3,2,265,3,low,female,49,2791,1,Dissatisfied,delayed,Low Loyal
404,E,Road,4,2,249,5,medium,male,36,3836,1,Dissatisfied,delayed,Moderate Loyal
405,A,Road,5,3,213,4,medium,female,50,2003,1,Neutral,delayed,Moderate Loyal
406,B,Road,2,2,124,3,low,female,56,1494,1,Dissatisfied,delayed,Low Loyal
407,C,Flight,4,1,180,2,low,male,23,1193,1,Very dissatisfied,delayed,Low Loyal
408,E,Flight,4,5,193,3,medium,male,65,2267,1,Very Satisfied,delayed,Low Loyal
409,D,Flight,3,2,192,3,medium,male,43,3339,1,Dissatisfied,delayed,Low Loyal
410,E,Flight,2,5,166,3,medium,male,3,1832,1,Very Satisfied,delayed,Low Loyal
411,A,Flight,3,2,264,3,medium,male,5,3861,1,Dissatisfied,delayed,Low Loyal
412,B,Flight,3,4,200,2,medium,male,14,3528,1,Satisfied,delayed,Low Loyal
413,C,Flight,4,3,142,4,medium,male,12,1396,1,Neutral,delayed,Moderate Loyal
414,E,Flight,4,1,215,2,low,male,32,3066,1,Very dissatisfied,delayed,Low Loyal
415,D,Flight,2,1,218,2,low,male,15,2745,1,Very dissatisfied,delayed,Low Loyal
416,E,Flight,3,2,115,3,low,female,27,1814,1,Dissatisfied,delayed,Low Loyal
417,A,Flight,4,3,159,3,low,male,33,1330,1,Neutral,delayed,Low Loyal
418,B,Flight,5,5,133,3,low,male,63,1218,1,Very Satisfied,delayed,Low Loyal
419,C,Flight,5,2,178,3,low,male,48,1517,1,Dissatisfied,delayed,Low Loyal
420,E,Flight,4,2,134,2,low,female,43,1714,1,Dissatisfied,delayed,Low Loyal
421,D,Flight,3,1,184,5,medium,female,58,2544,1,Very dissatisfied,delayed,Moderate Loyal
422,E,Flight,4,2,251,2,medium,male,24,2405,1,Dissatisfied,delayed,Low Loyal
423,A,Flight,3,2,141,3,low,male,7,1933,1,Dissatisfied,delayed,Low Loyal
424,B,Flight,4,4,229,2,medium,male,45,3776,1,Satisfied,delayed,Low Loyal
425,C,Flight,4,1,203,4,low,male,34,3813,1,Very dissatisfied,delayed,Moderate Loyal
426,E,Flight,4,3,158,3,medium,female,57,1911,1,Neutral,delayed,Low Loyal
427,D,Flight,3,4,167,3,medium,male,52,1755,1,Satisfied,delayed,Low Loyal
428,E,Flight,5,4,197,4,low,female,40,3303,1,Satisfied,delayed,Moderate Loyal
429,A,Ship,2,2,140,3,low,female,19,1806,1,Dissatisfied,delayed,Low Loyal
430,B,Ship,5,1,205,2,medium,male,27,3569,1,Very dissatisfied,delayed,Low Loyal
431,C,Ship,5,5,208,3,low,female,45,2018,1,Very Satisfied,delayed,Low Loyal
432,E,Ship,4,2,96,3,low,male,22,1294,1,Dissatisfied,delayed,Low Loyal
433,D,Ship,6,4,205,3,low,female,44,2064,1,Satisfied,delayed,Low Loyal
434,E,Ship,4,2,215,3,medium,female,48,2953,1,Dissatisfied,delayed,Low Loyal
435,A,Ship,4,1,216,3,low,female,43,2643,1,Very dissatisfied,delayed,Low Loyal
436,B,Ship,3,1,112,2,high,male,22,1846,1,Very dissatisfied,delayed,Low Loyal
437,C,Ship,5,4,222,3,low,female,20,3632,1,Satisfied,delayed,Low Loyal
438,E,Ship,5,2,186,3,medium,female,15,2153,1,Dissatisfied,delayed,Low Loyal
439,D,Ship,3,5,241,3,medium,male,48,2841,1,Very Satisfied,delayed,Low Loyal
440,E,Ship,3,3,172,3,low,female,58,1269,1,Neutral,delayed,Low Loyal
441,A,Ship,3,5,251,2,high,male,23,2426,1,Very Satisfied,delayed,Low Loyal
442,B,Ship,5,3,190,3,high,male,45,2628,1,Neutral,delayed,Low Loyal
443,C,Ship,4,3,186,2,medium,female,48,2805,1,Neutral,delayed,Low Loyal
444,E,Ship,4,4,207,2,medium,male,35,2596,1,Satisfied,delayed,Low Loyal
445,D,Ship,3,3,135,3,low,female,19,1366,1,Neutral,delayed,Low Loyal
446,E,Ship,4,4,189,2,medium,female,18,2955,1,Satisfied,delayed,Low Loyal
447,A,Ship,4,4,173,5,medium,female,51,1691,1,Satisfied,delayed,Moderate Loyal
448,B,Ship,3,4,194,3,medium,male,3,2169,1,Satisfied,delayed,Low Loyal
449,C,Ship,3,1,183,3,low,male,19,3018,1,Very dissatisfied,delayed,Low Loyal
450,E,Ship,4,3,140,2,low,female,22,1248,1,Neutral,delayed,Low Loyal
451,D,Ship,4,4,244,3,medium,female,55,2782,1,Satisfied,delayed,Low Loyal
452,E,Ship,2,3,189,4,low,male,34,3355,1,Neutral,delayed,Moderate Loyal
453,A,Ship,3,2,157,2,medium,male,53,1390,1,Dissatisfied,delayed,Low Loyal
454,B,Ship,4,1,275,10,medium,female,23,2726,1,Very dissatisfied,delayed,High Loyal
455,C,Ship,4,5,133,3,low,female,53,1467,1,Very Satisfied,delayed,Low Loyal
456,E,Ship,4,1,149,3,medium,male,54,1178,1,Very dissatisfied,delayed,Low Loyal
457,D,Ship,3,3,254,2,high,male,17,3153,1,Neutral,delayed,Low Loyal
458,E,Ship,3,4,145,8,low,female,15,1429,1,Satisfied,delayed,High Loyal
459,A,Ship,3,2,179,5,low,female,52,1991,1,Dissatisfied,delayed,Moderate Loyal
460,B,Ship,5,2,168,3,low,male,26,1526,1,Dissatisfied,delayed,Low Loyal
461,C,Ship,4,1,202,3,medium,female,18,3940,1,Very dissatisfied,delayed,Low Loyal
462,E,Ship,3,4,220,7,low,male,43,2620,1,Satisfied,delayed,High Loyal
463,D,Ship,3,4,244,8,low,male,1,2703,1,Satisfied,delayed,High Loyal
464,E,Ship,4,2,186,7,medium,female,40,3111,1,Dissatisfied,delayed,High Loyal
465,A,Ship,5,2,263,8,medium,male,24,3139,1,Dissatisfied,delayed,High Loyal
466,B,Ship,3,2,294,4,low,female,15,1318,1,Dissatisfied,delayed,Moderate Loyal
467,C,Ship,3,5,226,2,medium,female,2,1043,1,Very Satisfied,delayed,Low Loyal
468,E,Ship,4,4,173,5,medium,female,2,1175,1,Satisfied,delayed,Moderate Loyal
469,D,Ship,3,5,194,3,medium,female,10,2277,1,Very Satisfied,delayed,Low Loyal
470,E,Ship,3,5,183,3,low,female,2,3459,1,Very Satisfied,delayed,Low Loyal
471,A,Ship,4,1,140,2,low,male,61,1770,1,Very dissatisfied,delayed,Low Loyal
472,B,Ship,4,3,244,3,medium,male,8,3318,1,Neutral,delayed,Low Loyal
473,C,Ship,2,2,189,4,low,male,9,3413,1,Dissatisfied,delayed,Moderate Loyal
474,E,Ship,3,1,157,2,medium,female,39,1525,1,Very dissatisfied,delayed,Low Loyal
475,D,Ship,4,3,275,10,medium,male,10,2093,1,Neutral,delayed,High Loyal
476,E,Ship,4,5,133,3,low,male,59,1092,1,Very Satisfied,delayed,Low Loyal
477,A,Ship,4,2,149,3,medium,male,26,1863,1,Dissatisfied,delayed,Low Loyal
478,B,Ship,3,4,254,2,high,female,41,3973,1,Satisfied,delayed,Low Loyal
479,C,Ship,3,4,145,8,low,female,24,1594,1,Satisfied,delayed,High Loyal
480,E,Ship,3,5,179,5,low,male,56,1113,1,Very Satisfied,delayed,Moderate Loyal
481,D,Ship,5,4,168,3,low,female,13,1317,1,Satisfied,delayed,Low Loyal
482,E,Ship,4,5,202,3,medium,female,46,3181,1,Very Satisfied,delayed,Low Loyal
483,A,Ship,3,3,220,7,low,male,25,2141,1,Neutral,delayed,High Loyal
484,B,Ship,3,2,244,8,low,female,50,3562,1,Dissatisfied,delayed,High Loyal
485,C,Ship,4,3,186,7,medium,female,30,2062,1,Neutral,delayed,High Loyal
486,E,Ship,5,5,263,8,medium,female,9,2236,1,Very Satisfied,delayed,High Loyal
487,D,Ship,3,1,294,4,low,female,25,1498,1,Very dissatisfied,delayed,Moderate Loyal
488,E,Ship,4,1,139,3,low,female,56,1811,1,Very dissatisfied,delayed,Low Loyal
489,A,Ship,7,5,192,3,low,male,46,1550,1,Very Satisfied,delayed,Low Loyal
490,B,Ship,3,3,235,3,low,male,5,3065,1,Neutral,delayed,Low Loyal
491,C,Ship,2,1,176,3,low,female,15,1996,1,Very dissatisfied,delayed,Low Loyal
492,E,Ship,5,4,224,3,low,female,34,2627,1,Satisfied,delayed,Low Loyal
493,D,Ship,3,4,128,3,medium,female,51,1524,1,Satisfied,delayed,Low Loyal
494,E,Ship,5,4,226,5,low,male,47,2240,1,Satisfied,delayed,Moderate Loyal
495,A,Ship,5,1,160,5,medium,female,16,1526,1,Very dissatisfied,delayed,Moderate Loyal
496,B,Ship,3,1,197,5,low,male,45,2224,1,Very dissatisfied,delayed,Moderate Loyal
497,C,Ship,4,2,216,3,low,female,12,2273,1,Dissatisfied,delayed,Low Loyal
498,E,Ship,4,4,199,2,low,male,9,3075,1,Satisfied,delayed,Low Loyal
499,D,Ship,5,5,271,2,low,male,27,3957,1,Very Satisfied,delayed,Low Loyal
500,E,Ship,5,1,201,3,low,female,47,2657,1,Very dissatisfied,delayed,Low Loyal
501,A,Ship,3,4,212,2,low,male,33,2021,1,Satisfied,delayed,Low Loyal
502,B,Ship,3,2,177,3,low,male,10,1641,1,Dissatisfied,delayed,Low Loyal
503,C,Ship,3,4,191,4,medium,female,43,2903,1,Satisfied,delayed,Moderate Loyal
504,E,Ship,3,2,174,3,low,male,30,1986,1,Dissatisfied,delayed,Low Loyal
505,D,Ship,5,3,162,2,low,female,14,1045,1,Neutral,delayed,Low Loyal
506,E,Ship,3,1,219,2,low,female,39,2696,1,Very dissatisfied,delayed,Low Loyal
507,A,Ship,4,4,155,3,medium,female,35,1421,1,Satisfied,delayed,Low Loyal
508,B,Ship,5,3,230,3,medium,female,3,2923,1,Neutral,delayed,Low Loyal
509,C,Ship,4,5,192,2,medium,female,36,2497,1,Very Satisfied,delayed,Low Loyal
510,E,Ship,5,2,235,3,low,male,14,2984,1,Dissatisfied,delayed,Low Loyal
511,D,Ship,3,2,200,3,low,male,46,3642,1,Dissatisfied,delayed,Low Loyal
512,E,Ship,5,2,172,3,medium,male,65,1667,1,Dissatisfied,delayed,Low Loyal
513,A,Ship,5,4,160,4,low,female,6,1603,1,Satisfied,delayed,Moderate Loyal
514,B,Ship,5,3,250,5,low,male,12,2722,1,Neutral,delayed,Moderate Loyal
515,C,Ship,4,2,174,3,low,male,9,1682,1,Dissatisfied,delayed,Low Loyal
516,E,Ship,3,2,204,3,high,female,54,3608,1,Dissatisfied,delayed,Low Loyal
517,D,Ship,3,5,274,3,medium,female,51,3476,1,Very Satisfied,delayed,Low Loyal
518,E,Ship,5,5,262,2,medium,female,62,3744,1,Very Satisfied,delayed,Low Loyal
519,A,Ship,4,5,138,3,medium,male,23,1785,1,Very Satisfied,delayed,Low Loyal
520,B,Ship,3,1,215,3,medium,female,2,3873,1,Very dissatisfied,delayed,Low Loyal
521,C,Ship,3,1,145,2,low,female,34,1773,1,Very dissatisfied,delayed,Low Loyal
522,E,Road,4,5,149,2,medium,male,56,1141,1,Very Satisfied,delayed,Low Loyal
523,D,Road,6,5,212,2,medium,male,38,2359,1,Very Satisfied,delayed,Low Loyal
524,E,Road,3,1,155,3,medium,female,47,1193,1,Very dissatisfied,delayed,Low Loyal
525,A,Road,5,2,154,3,low,male,40,1238,1,Dissatisfied,delayed,Low Loyal
526,B,Road,3,3,249,3,medium,male,51,2173,1,Neutral,delayed,Low Loyal
527,C,Road,5,1,206,2,low,male,2,3490,1,Very dissatisfied,delayed,Low Loyal
528,E,Road,4,5,235,3,medium,female,22,2015,1,Very Satisfied,delayed,Low Loyal
529,D,Road,5,5,261,3,medium,female,8,3257,1,Very Satisfied,delayed,Low Loyal
530,E,Road,6,1,243,4,high,female,22,3537,1,Very dissatisfied,delayed,Moderate Loyal
531,A,Road,3,2,237,2,high,male,26,3103,1,Dissatisfied,delayed,Low Loyal
532,B,Road,2,4,179,2,low,female,19,1900,1,Satisfied,delayed,Low Loyal
533,C,Road,4,3,192,3,low,female,43,3498,1,Neutral,delayed,Low Loyal
534,E,Road,3,1,141,3,medium,female,39,1838,1,Very dissatisfied,delayed,Low Loyal
535,D,Road,3,2,245,3,low,female,61,2188,1,Dissatisfied,delayed,Low Loyal
536,E,Road,4,4,177,4,medium,female,32,1774,1,Satisfied,delayed,Moderate Loyal
537,A,Road,2,3,154,4,high,female,17,1897,1,Neutral,delayed,Moderate Loyal
538,B,Road,4,4,228,3,medium,female,12,3359,1,Satisfied,delayed,Low Loyal
539,C,Road,3,3,207,6,high,female,24,3702,1,Neutral,delayed,Moderate Loyal
540,E,Road,4,4,266,4,medium,female,33,2701,1,Satisfied,delayed,Moderate Loyal
541,D,Road,3,3,172,3,medium,female,42,1707,1,Neutral,delayed,Low Loyal
542,E,Road,4,3,142,3,low,female,35,1512,1,Neutral,delayed,Low Loyal
543,A,Road,4,5,218,3,low,female,40,3200,1,Very Satisfied,delayed,Low Loyal
544,B,Flight,3,3,231,2,low,male,46,2962,1,Neutral,delayed,Low Loyal
545,C,Flight,4,2,180,3,low,female,47,1434,1,Dissatisfied,delayed,Low Loyal
546,E,Flight,3,1,168,3,low,male,46,1886,1,Very dissatisfied,delayed,Low Loyal
547,D,Flight,5,5,147,4,high,female,42,1642,1,Very Satisfied,delayed,Moderate Loyal
548,E,Flight,5,4,245,5,low,male,6,3592,1,Satisfied,delayed,Moderate Loyal
549,A,Flight,2,4,182,3,medium,male,47,3792,1,Satisfied,delayed,Low Loyal
550,B,Flight,3,4,176,3,medium,female,8,1567,1,Satisfied,delayed,Low Loyal
551,C,Flight,5,3,197,4,medium,female,51,2917,1,Neutral,delayed,Moderate Loyal
552,E,Flight,3,5,233,3,medium,male,52,3519,1,Very Satisfied,delayed,Low Loyal
553,D,Flight,3,4,156,2,low,male,8,1145,1,Satisfied,delayed,Low Loyal
554,E,Flight,2,3,257,4,medium,female,52,2073,1,Neutral,delayed,Moderate Loyal
555,A,Flight,5,4,250,3,low,female,11,3373,1,Satisfied,delayed,Low Loyal
556,B,Flight,5,4,189,5,low,male,3,3301,1,Satisfied,delayed,Moderate Loyal
557,C,Flight,3,3,255,2,high,male,7,3311,1,Neutral,delayed,Low Loyal
558,E,Flight,2,3,198,2,medium,male,28,3514,1,Neutral,delayed,Low Loyal
559,D,Flight,4,2,164,3,medium,male,15,1489,1,Dissatisfied,delayed,Low Loyal
560,E,Flight,5,2,271,3,medium,male,32,3785,1,Dissatisfied,delayed,Low Loyal
561,A,Flight,3,1,185,2,medium,female,34,3299,1,Very dissatisfied,delayed,Low Loyal
562,B,Flight,2,5,157,6,high,female,17,1764,1,Very Satisfied,delayed,Moderate Loyal
563,C,Flight,3,2,137,2,medium,male,17,1673,1,Dissatisfied,delayed,Low Loyal
564,E,Flight,3,3,229,3,low,male,14,2164,1,Neutral,delayed,Low Loyal
565,D,Flight,3,3,234,2,medium,female,39,2449,1,Neutral,delayed,Low Loyal
566,E,Ship,4,3,216,2,low,male,52,3578,1,Neutral,delayed,Low Loyal
567,A,Ship,3,1,163,4,low,female,20,1940,1,Very dissatisfied,delayed,Moderate Loyal
568,B,Ship,5,2,268,3,low,male,19,2526,1,Dissatisfied,delayed,Low Loyal
569,C,Ship,3,3,205,5,medium,male,35,2988,1,Neutral,delayed,Moderate Loyal
570,E,Ship,4,5,265,2,medium,female,18,2969,1,Very Satisfied,delayed,Low Loyal
571,D,Ship,2,2,236,3,medium,male,3,3416,1,Dissatisfied,delayed,Low Loyal
572,E,Ship,4,1,132,3,low,male,63,1901,1,Very dissatisfied,delayed,Low Loyal
573,A,Ship,3,4,234,2,medium,male,46,3108,1,Satisfied,delayed,Low Loyal
574,B,Ship,4,3,108,6,low,female,22,1745,1,Neutral,delayed,Moderate Loyal
575,C,Ship,4,2,276,2,low,male,54,3706,1,Dissatisfied,delayed,Low Loyal
576,E,Ship,4,2,179,4,low,male,1,1063,1,Dissatisfied,delayed,Moderate Loyal
577,D,Ship,4,1,230,3,medium,male,40,2225,1,Very dissatisfied,delayed,Low Loyal
578,E,Ship,3,2,210,3,medium,female,43,2096,1,Dissatisfied,delayed,Low Loyal
579,A,Ship,3,2,173,3,low,female,15,1992,1,Dissatisfied,delayed,Low Loyal
580,B,Ship,2,5,201,3,medium,female,29,3894,1,Very Satisfied,delayed,Low Loyal
581,C,Ship,3,3,214,2,low,male,21,3342,1,Neutral,delayed,Low Loyal
582,E,Ship,4,2,216,2,medium,female,22,3024,1,Dissatisfied,delayed,Low Loyal
583,D,Ship,2,5,144,3,medium,male,61,1313,1,Very Satisfied,delayed,Low Loyal
584,E,Ship,5,5,182,3,medium,female,27,3039,1,Very Satisfied,delayed,Low Loyal
585,A,Ship,3,3,163,2,medium,female,48,1369,1,Neutral,delayed,Low Loyal
586,B,Ship,3,3,234,3,medium,female,8,2334,1,Neutral,delayed,Low Loyal
587,C,Ship,3,2,158,3,high,female,59,1307,1,Dissatisfied,delayed,Low Loyal
588,E,Ship,3,5,194,2,medium,male,4,3496,1,Very Satisfied,delayed,Low Loyal
589,D,Ship,3,1,201,6,medium,female,3,2497,1,Very dissatisfied,delayed,Moderate Loyal
590,E,Ship,3,2,178,2,medium,female,59,1933,1,Dissatisfied,delayed,Low Loyal
591,A,Ship,4,1,214,5,medium,male,51,2669,1,Very dissatisfied,delayed,Moderate Loyal
592,B,Ship,3,3,281,2,medium,male,55,3047,1,Neutral,delayed,Low Loyal
593,C,Ship,3,2,260,3,medium,female,2,2176,1,Dissatisfied,delayed,Low Loyal
594,E,Ship,3,2,200,2,medium,female,46,3174,1,Dissatisfied,delayed,Low Loyal
595,D,Ship,5,3,209,2,high,female,49,2581,1,Neutral,delayed,Low Loyal
596,E,Ship,3,1,185,3,low,male,61,3280,1,Very dissatisfied,delayed,Low Loyal
597,A,Ship,4,3,230,3,low,female,62,2236,1,Neutral,delayed,Low Loyal
598,B,Ship,3,4,134,3,medium,female,31,1540,1,Satisfied,delayed,Low Loyal
599,C,Ship,4,5,270,2,low,female,34,2821,1,Very Satisfied,delayed,Low Loyal
600,E,Ship,4,1,140,3,medium,female,1,1464,1,Very dissatisfied,delayed,Low Loyal
601,D,Ship,6,3,133,5,medium,male,32,1367,1,Neutral,delayed,Moderate Loyal
602,E,Ship,3,4,145,3,medium,male,44,1218,1,Satisfied,delayed,Low Loyal
603,A,Ship,4,3,206,3,medium,male,58,2135,1,Neutral,delayed,Low Loyal
604,B,Ship,3,1,162,2,low,female,52,1125,1,Very dissatisfied,delayed,Low Loyal
